id,title,release_date,genres,year
10158,White Men Can't Jump,3/26/1992,"['Comedy', 'Drama']",1992
10206,Buffy the Vampire Slayer,7/24/1992,"['Action', 'Comedy', 'Horror']",1992
11782,Hard Boiled,4/16/1992,"['Action', 'Thriller', 'Crime']",1992
10086,Man Bites Dog,5/1/1992,"['Comedy', 'Crime', 'Drama', 'Horror']",1992
9367,El Mariachi,9/4/1992,"['Action', 'Crime', 'Thriller']",1992
9876,Stop! Or My Mom Will Shoot,2/21/1992,"['Action', 'Comedy']",1992
10326,Forever Young,12/16/1992,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']",1992
16562,The Cutting Edge,3/27/1992,"['Comedy', 'Drama', 'Romance']",1992
9609,Of Mice and Men,9/16/1992,['Drama'],1992
12143,Bad Lieutenant,9/16/1992,"['Crime', 'Drama']",1992
4234,Scream 3,2/3/2000,"['Horror', 'Mystery']",2000
9605,Single White Female,8/14/1992,['Thriller'],1992
8374,The Boondock Saints,1/22/1999,"['Action', 'Thriller', 'Crime']",1999
29076,Gun Shy,2/4/2000,"['Action', 'Comedy', 'Romance', 'Thriller']",2000
80471,Beloved/Friend,1/29/1999,"['Drama', 'Foreign']",1999
49477,Gendernauts: A Journey Through Shifting Identities,6/12/1999,['Documentary'],1999
121940,Knockout,2/4/2000,"['Drama', 'Action']",2000
28156,The Baby,3/1/1973,"['Horror', 'Thriller']",1973
113096,The Brandon Teena Story,9/23/1998,['Documentary'],1998
106837,Different for Girls,10/1/1996,"['Comedy', 'Foreign']",1996
24349,Minnie and Moskowitz,12/22/1971,"['Drama', 'Romance', 'Comedy']",1971
27841,They Might Be Giants,6/9/1971,"['Comedy', 'Mystery', 'Thriller']",1971
1907,The Beach,2/11/2000,"['Drama', 'Adventure', 'Romance', 'Thriller']",2000
15489,Snow Day,2/11/2000,"['Comedy', 'Family']",2000
15655,The Tigger Movie,2/11/2000,"['Animation', 'Family']",2000
68546,Cotton Mary,1/1/1999,"['Drama', 'Foreign']",1999
36210,Not One Less,9/7/1999,['Drama'],1999
279444,Soft Toilet Seats,12/3/1999,['Comedy'],1999
77908,Trois,2/11/2000,"['Drama', 'Thriller', 'Romance']",2000
22342,The Big Combo,2/15/1955,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",1955
96484,Conceiving Ada,2/19/1999,"['Science Fiction', 'Drama', 'Fantasy']",1999
30062,Eaten Alive,12/25/1976,['Horror'],1976
62463,Raining Stones,9/9/1993,"['Comedy', 'Drama']",1993
25934,"To Sir, with Love",6/14/1967,['Drama'],1967
101383,With Byrd at the South Pole,6/28/1930,['Documentary'],1930
14181,Boiler Room,2/18/2000,"['Crime', 'Drama', 'Thriller']",2000
10385,Hanging Up,2/16/2000,"['Comedy', 'Drama']",2000
2787,Pitch Black,2/18/2000,"['Thriller', 'Science Fiction', 'Action']",2000
2069,The Whole Nine Yards,2/18/2000,"['Comedy', 'Crime']",2000
61416,Beautiful People,9/16/1999,"['War', 'Comedy', 'Drama']",1999
79515,Black Tar Heroin: The Dark End of the Street,3/17/2000,['Documentary'],2000
14839,Blue Collar,2/10/1978,"['Drama', 'Crime']",1978
42186,Bluebeard,11/11/1944,"['Mystery', 'Thriller']",1944
28978,The Circus,1/6/1928,"['Comedy', 'Drama']",1928
901,City Lights,1/30/1931,"['Comedy', 'Drama', 'Romance']",1931
25010,The Flamingo Kid,12/21/1984,"['Comedy', 'Drama', 'Romance']",1984
36208,A Dog's Life,4/14/1918,['Comedy'],1918
10098,The Kid,1/21/1921,"['Comedy', 'Drama']",1921
18264,The Man from Laramie,8/31/1955,['Western'],1955
291861,The Wild McCullochs,5/21/1975,"['Romance', 'Drama']",1975
33374,Class Reunion,10/29/1982,['Comedy'],1982
43368,The Big Trees,2/5/1952,"['Romance', 'Western']",1952
127602,Happy Go Lovely,3/6/1951,"['Music', 'Romance', 'Comedy']",1951
2155,Reindeer Games,2/25/2000,['Thriller'],2000
11004,Wonder Boys,2/22/2000,"['Comedy', 'Drama']",2000
25212,Deterrence,3/10/2000,"['Action', 'Drama', 'Mystery', 'Thriller']",2000
36048,Judy Berlin,1/1/1999,"['Comedy', 'Drama']",1999
139,Mifune,3/12/1999,"['Romance', 'Comedy', 'Drama']",1999
210307,The Waiting Game,3/25/1999,['Comedy'],1999
47816,3 Strikes,3/1/2000,"['Action', 'Comedy', 'Romance']",2000
20682,Chain of Fools,9/22/2000,"['Action', 'Comedy', 'Crime']",2000
25166,Drowning Mona,3/3/2000,"['Comedy', 'Crime', 'Mystery']",2000
1831,The Next Best Thing,3/3/2000,['Comedy'],2000
10416,What Planet Are You From?,3/3/2000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",2000
14271,Beyond the Mat,10/22/1999,['Documentary'],1999
4816,Ghost Dog: The Way of the Samurai,9/13/1999,"['Crime', 'Drama']",1999
19958,The Year My Voice Broke,1/1/1987,"['Drama', 'Foreign', 'Romance']",1987
28569,Splendor in the Grass,10/10/1961,"['Drama', 'Romance']",1961
2193,My Tutor,3/4/1983,"['Comedy', 'Drama', 'Romance']",1983
64871,The Legend of Lobo,11/7/1962,"['Family', 'Adventure']",1962
54575,The Killing of Sister George,9/1/1968,"['Comedy', 'Drama']",1968
11016,Key Largo,7/31/1948,"['Crime', 'Drama', 'Thriller']",1948
23020,Jail Bait,1/1/1954,"['Action', 'Crime', 'Thriller']",1954
54195,It Happened Here,5/1/1966,"['War', 'Drama']",1966
139058,I'll Never Forget What's'isname,12/18/1967,"['Comedy', 'Drama']",1967
20423,For All Mankind,1/1/1989,['Documentary'],1989
10839,Cross of Iron,1/29/1977,"['Drama', 'Action', 'History', 'War']",1977
36489,Bride of the Monster,5/11/1955,"['Horror', 'Science Fiction']",1955
24481,Born Yesterday,12/25/1950,"['Comedy', 'Romance', 'Drama']",1950
11296,Birdy,12/14/1984,"['Drama', 'History']",1984
61651,And God Created Woman,3/4/1988,"['Comedy', 'Drama', 'Romance']",1988
28172,Blood Feast,6/6/1963,['Horror'],1963
57855,"Charlie, the Lonesome Cougar",10/18/1967,"['Adventure', 'Family']",1967
28180,Color Me Blood Red,10/13/1965,['Horror'],1965
14280,Never Cry Wolf,10/7/1983,"['Action', 'Adventure', 'Drama']",1983
72086,The Night Visitor,1/1/1971,"['Crime', 'Horror']",1971
149687,The Perils of Pauline,7/4/1947,['Comedy'],1947
29478,A Raisin in the Sun,5/28/1961,"['Romance', 'Drama']",1961
28177,Two Thousand Maniacs!,3/20/1964,['Horror'],1964
64166,Brown's Requiem,11/1/1998,"['Drama', 'Action', 'Thriller', 'Mystery']",1998
73642,The Closer You Get,12/27/2000,"['Comedy', 'Romance', 'Foreign']",2000
2067,Mission to Mars,3/10/2000,['Science Fiction'],2000
622,The Ninth Gate,8/24/1999,"['Horror', 'Mystery', 'Thriller']",1999
110666,Condo Painting,3/17/2000,['Documentary'],2000
28463,East/West,9/1/1999,['Drama'],1999
12186,Defending Your Life,3/22/1991,"['Fantasy', 'Drama', 'Comedy']",1991
20283,Breaking Away,5/24/1979,"['Drama', 'Comedy']",1979
5693,Hoosiers,11/14/1986,"['Drama', 'Family']",1986
287,Bull Durham,6/15/1988,"['Comedy', 'Romance']",1988
968,Dog Day Afternoon,8/11/1975,"['Crime', 'Drama', 'Thriller']",1975
838,American Graffiti,8/1/1973,"['Comedy', 'Drama']",1973
16958,The Asphalt Jungle,5/22/1950,"['Action', 'Crime', 'Drama', 'Thriller']",1950
3114,The Searchers,3/13/1956,['Western'],1956
31938,The Devil's Brigade,5/15/1968,"['War', 'Action']",1968
12501,The Big Country,9/30/1958,"['Drama', 'Western', 'Romance']",1958
22650,Any Number Can Win,3/19/1963,"['Romance', 'Crime', 'Drama']",1963
31618,Betrayed,8/26/1988,"['Action', 'Drama', 'Romance', 'Thriller']",1988
42232,Bound for Glory,12/5/1976,['Music'],1976
15873,The Bridge at Remagen,6/25/1969,"['Action', 'History', 'War']",1969
26928,Buck and the Preacher,3/17/1972,"['Action', 'Comedy', 'Western']",1972
68427,Daughters of the Dust,9/10/1991,"['Drama', 'Romance']",1991
25392,Destination Moon,6/26/1950,['Science Fiction'],1950
67455,The Fantastic Night,7/10/1942,[],1942
22178,Hangmen Also Die!,4/15/1943,"['Drama', 'History', 'Thriller', 'War']",1943
48213,The Ogre,1/1/1996,['Drama'],1996
35412,On the Beach,12/16/1959,"['Science Fiction', 'Drama', 'Romance']",1959
43463,Railroaded!,9/25/1947,"['Drama', 'Thriller']",1947
59939,Slaves to the Underground,11/14/1997,"['Comedy', 'Music', 'Drama']",1997
159727,Song of Freedom,8/16/1936,[],1936
244151,Big Fella,7/17/1937,[],1937
8333,The Taking of Pelham One Two Three,10/2/1974,"['Action', 'Adventure', 'Crime', 'Thriller']",1974
19259,Volunteers,8/16/1985,['Comedy'],1985
820,JFK,12/20/1991,"['Drama', 'Thriller', 'History']",1991
11718,Who's Harry Crumb?,2/3/1989,"['Comedy', 'Crime', 'Mystery']",1989
8989,Harry and the Hendersons,6/5/1987,"['Comedy', 'Family', 'Fantasy']",1987
32031,Let's Get Harry,1/1/1986,"['Action', 'Adventure']",1986
58048,Shanghai Surprise,8/29/1986,['Adventure'],1986
26827,Who's That Girl,8/7/1987,['Comedy'],1987
11157,She-Devil,12/8/1989,['Comedy'],1989
28370,Date With an Angel,11/20/1987,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",1987
918,Blind Date,3/27/1987,"['Comedy', 'Romance']",1987
61178,Nadine,8/7/1987,"['Action', 'Comedy', 'Romance']",1987
11176,The Muppet Movie,5/31/1979,"['Adventure', 'Comedy', 'Family']",1979
14900,The Great Muppet Caper,6/26/1981,"['Crime', 'Family', 'Comedy']",1981
11899,The Muppets Take Manhattan,7/13/1984,"['Romance', 'Comedy', 'Family']",1984
36536,Sesame Street Presents Follow That Bird,8/2/1985,"['Adventure', 'Comedy', 'Family', 'Music']",1985
18890,We're Back! A Dinosaur's Story,11/24/1993,"['Animation', 'Science Fiction', 'Family']",1993
19736,Baby: Secret of the Lost Legend,3/22/1985,"['Adventure', 'Fantasy', 'Action', 'Science Fiction', 'Family']",1985
123047,Turtle Diary,9/10/1985,"['Romance', 'Comedy', 'Drama']",1985
24575,Raise the Titanic,1/1/1980,"['Action', 'Drama', 'Thriller']",1980
16535,Titanic,4/11/1953,"['Drama', 'Action', 'Romance']",1953
10971,A Night to Remember,12/16/1958,"['Drama', 'Action', 'History']",1958
23928,Captain Horatio Hornblower R.N.,4/10/1951,"['War', 'Action', 'Adventure', 'Drama']",1951
31336,The Carriers Are Waiting,5/19/1999,"['Drama', 'Romance', 'Foreign']",1999
462,Erin Brockovich,3/17/2000,['Drama'],2000
9532,Final Destination,3/16/2000,['Horror'],2000
117259,Soft Fruit,10/28/1999,[],1999
78231,Babymother,9/11/1998,"['Drama', 'Music', 'TV Movie']",1998
2383,The Bear,10/21/1988,"['Adventure', 'Drama', 'Family']",1988
25503,Impact,3/20/1949,"['Drama', 'Thriller', 'Mystery']",1949
53879,Love Is a Many-Splendored Thing,8/18/1955,"['Drama', 'Romance']",1955
1396,Mirror,3/7/1975,"['Drama', 'History']",1975
11570,The Crimson Pirate,9/27/1952,"['Action', 'Adventure', 'Comedy']",1952
1541,Thelma & Louise,5/24/1991,"['Drama', 'Thriller', 'Crime', 'Adventure']",1991
150043,Something For Everyone,7/22/1970,[],1970
17443,...And Justice for All,10/19/1979,"['Crime', 'Drama', 'Mystery', 'Thriller']",1979
8469,Animal House,7/27/1978,['Comedy'],1978
27995,She's Gotta Have It,8/8/1986,"['Comedy', 'Romance']",1986
36739,School Daze,2/12/1988,"['Comedy', 'Drama']",1988
925,Do the Right Thing,6/30/1989,['Drama'],1989
41823,Mo' Better Blues,8/3/1990,"['Drama', 'Romance']",1990
1713,Jungle Fever,6/7/1991,"['Drama', 'Romance']",1991
26170,Coogan's Bluff,10/2/1968,"['Action', 'Crime', 'Drama', 'Thriller']",1968
30547,The Champ,7/10/1979,"['Drama', 'Family']",1979
54825,Creature Comforts,7/15/1989,"['Animation', 'Comedy', 'Family']",1989
13939,Death Wish,7/24/1974,"['Action', 'Crime', 'Drama', 'Thriller']",1974
14373,Death Wish 2,2/20/1982,"['Action', 'Crime', 'Thriller']",1982
24873,Death Wish 3,11/1/1985,"['Action', 'Crime', 'Drama', 'Thriller']",1985
26263,Death Wish 4: The Crackdown,6/11/1987,"['Thriller', 'Action', 'Adventure', 'Crime']",1987
34746,Death Wish 5: The Face of Death,1/14/1994,"['Action', 'Crime', 'Drama', 'Thriller']",1994
996,Double Indemnity,4/24/1944,"['Drama', 'Mystery', 'Thriller']",1944
9079,Dying Young,6/20/1991,"['Drama', 'Romance']",1991
1496,Cool as Ice,10/18/1991,"['Drama', 'Action', 'Comedy', 'Music', 'Romance']",1991
1498,Teenage Mutant Ninja Turtles,3/30/1990,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",1990
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",1991
1499,Teenage Mutant Ninja Turtles III,3/17/1993,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",1993
1880,Red Dawn,8/10/1984,"['Action', 'Thriller']",1984
33762,Band of the Hand,4/11/1986,"['Action', 'Crime', 'Drama']",1986
103960,Born American,8/30/1986,"['Drama', 'Action']",1986
11690,Bloodsport,2/26/1988,['Action'],1988
29143,Eyes of Laura Mars,8/2/1978,"['Drama', 'Horror', 'Mystery', 'Thriller']",1978
35292,Funny Bones,9/20/1995,['Comedy'],1995
36652,The Good Earth,8/6/1937,['Drama'],1937
801,"Good Morning, Vietnam",12/23/1987,"['Comedy', 'Drama', 'War']",1987
104301,The Good Mother,11/4/1988,"['Drama', 'Romance']",1988
11520,Grumpy Old Men,12/25/1993,"['Comedy', 'Family', 'Romance']",1993
1879,Guess Who's Coming to Dinner,12/11/1967,"['Comedy', 'Drama', 'Romance']",1967
2085,Romeo Must Die,3/20/2000,"['Action', 'Crime', 'Thriller']",2000
13539,Here On Earth,3/23/2000,['Romance'],2000
16222,Whatever It Takes,3/31/2000,"['Drama', 'Comedy', 'Romance']",2000
109479,Buddy Boy,9/5/1999,"['Drama', 'Thriller', 'Romance']",1999
17078,The Color of Paradise,2/8/1999,"['Drama', 'Family']",1999
37722,Waking the Dead,3/23/2000,"['Drama', 'Romance']",2000
75892,Blood and Sand,9/22/1989,"['Drama', 'Romance']",1989
33516,Gothic,11/30/1986,"['Drama', 'Fantasy', 'Horror']",1986
99008,Hillbillys in a Haunted House,5/1/1967,"['Comedy', 'Horror', 'Music']",1967
9960,Lord of the Flies,8/13/1963,"['Thriller', 'Adventure', 'Drama']",1963
3082,Modern Times,2/5/1936,"['Drama', 'Comedy']",1936
49338,National Lampoon's Last Resort,4/29/1994,['Comedy'],1994
2102,Solar Crisis,7/14/1990,"['Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",1990
52961,That's Life!,10/10/1986,"['Comedy', 'Drama']",1986
12187,Heart and Souls,8/13/1993,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']",1993
24748,Hud,5/29/1963,"['Action', 'Drama', 'Western']",1963
990,The Hustler,9/25/1961,['Drama'],1961
1908,Inherit the Wind,6/24/1960,"['Drama', 'History']",1960
9764,Dersu Uzala,8/2/1975,"['Action', 'Adventure', 'Drama']",1975
840,Close Encounters of the Third Kind,11/16/1977,"['Science Fiction', 'Drama']",1977
39890,The City of the Dead,9/9/1960,"['Mystery', 'Horror']",1960
42237,Jonah Who Will Be 25 in the Year 2000,1/1/1976,[],1976
26689,Retroactive,1/1/1997,"['Science Fiction', 'Thriller']",1997
25673,A Place in the Sun,6/12/1951,"['Drama', 'Romance']",1951
2291,Jacob's Ladder,11/2/1990,"['Drama', 'Mystery', 'Horror']",1990
13531,Empire Records,9/22/1995,"['Comedy', 'Drama']",1995
16620,La Bamba,7/24/1987,"['Drama', 'Music']",1987
526,Ladyhawke,3/27/1985,"['Adventure', 'Drama', 'Fantasy', 'Romance']",1985
13346,Lucas,3/28/1986,"['Comedy', 'Drama', 'Romance']",1986
243,High Fidelity,3/17/2000,"['Comedy', 'Drama', 'Romance', 'Music']",2000
10501,The Road to El Dorado,3/31/2000,"['Adventure', 'Animation', 'Comedy', 'Family']",2000
11478,The Skulls,3/31/2000,"['Crime', 'Drama', 'Thriller']",2000
96167,Autopsy,1/18/1975,"['Horror', 'Thriller']",1975
24212,Devil Girl from Mars,5/1/1954,['Science Fiction'],1954
6644,El Dorado,12/17/1966,['Western'],1966
41038,The Hideous Sun Demon,8/28/1958,"['Horror', 'Science Fiction']",1958
879,Hook,12/11/1991,"['Adventure', 'Fantasy', 'Comedy', 'Family']",1991
32613,Horror Express,9/30/1972,['Horror'],1972
39406,My Chauffeur,1/24/1986,"['Comedy', 'Romance']",1986
85689,The Son of the Sheik,9/5/1926,"['Adventure', 'Drama', 'Action', 'Romance']",1926
31624,Torso,1/4/1973,"['Horror', 'Mystery', 'Thriller']",1973
17529,True Grit,6/11/1969,['Western'],1969
40841,Roadside Prophets,3/27/1992,"['Action', 'Adventure', 'Comedy', 'Drama']",1992
118098,Madame Sousatzka,10/14/1988,"['Drama', 'Music']",1988
1793,Max Dugan Returns,3/25/1983,"['Comedy', 'Drama', 'Family']",1983
11327,Midnight Express,9/12/1978,"['Drama', 'Crime']",1978
1700,Misery,11/28/1990,"['Drama', 'Thriller']",1990
54087,Mr. Saturday Night,9/23/1992,"['Drama', 'Comedy']",1992
34322,Murphy's Romance,12/25/1985,"['Comedy', 'Romance']",1985
41659,My Life,11/12/1993,"['Drama', 'Romance']",1993
593,Solaris,3/20/1972,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",1972
10774,Network,11/1/1976,['Drama'],1976
10083,No Way Out,8/14/1987,"['Action', 'Drama', 'Thriller']",1987
29786,North Dallas Forty,8/3/1979,"['Comedy', 'Drama']",1979
11356,The Odd Couple,2/7/1968,['Comedy'],1968
10747,The Outlaw Josey Wales,6/30/1976,"['Drama', 'Western']",1976
38809,Black and White,9/4/1999,['Drama'],1999
10559,Frequency,4/28/2000,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",2000
20697,Ready to Rumble,4/7/2000,"['Action', 'Comedy', 'Drama']",2000
2621,Return to Me,4/7/2000,"['Romance', 'Comedy', 'Drama']",2000
10479,Rules of Engagement,4/7/2000,"['Action', 'Adventure', 'Drama', 'History', 'War']",2000
125709,Joe Gould's Secret,1/21/2000,['Drama'],2000
49721,Me Myself I,4/20/2000,"['Comedy', 'Romance']",2000
2006,"Bell, Book and Candle",12/25/1958,"['Fantasy', 'Comedy', 'Romance']",1958
184885,The Bells,7/29/1926,"['Drama', 'Crime', 'Horror']",1926
46625,The End of Violence,9/12/1997,"['Drama', 'Thriller']",1997
17339,Force 10 from Navarone,11/1/1978,"['Action', 'Adventure', 'War', 'Thriller']",1978
26879,How to Stuff a Wild Bikini,7/14/1965,"['Comedy', 'Music', 'Romance']",1965
11305,Mystery Train,9/6/1989,"['Crime', 'Drama', 'Comedy']",1989
48211,Sacco & Vanzetti,3/16/1971,"['Crime', 'Drama', 'History']",1971
28975,Taffin,2/26/1988,"['Action', 'Thriller']",1988
13665,Arthur,7/17/1981,"['Comedy', 'Drama', 'Romance']",1981
12309,Bachelor Party,6/29/1984,['Comedy'],1984
1552,Parenthood,7/31/1989,"['Comedy', 'Drama', 'Family']",1989
106,Predator,6/11/1987,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1987
10333,The Prince of Tides,12/25/1991,"['Drama', 'Romance']",1991
11027,The Postman Always Rings Twice,3/20/1981,"['Romance', 'Crime', 'Drama']",1981
61560,Smoking / No Smoking,12/15/1993,"['Drama', 'Comedy']",1993
123757,All the Vermeers in New York,9/11/1990,['Comedy'],1990
27197,An Actor's Revenge,1/13/1963,['Drama'],1963
10468,28 Days,4/6/2000,"['Comedy', 'Drama']",2000
1359,American Psycho,4/13/2000,"['Thriller', 'Drama', 'Crime']",2000
4967,Keeping the Faith,4/14/2000,['Comedy'],2000
31776,Where the Money is,4/14/2000,"['Comedy', 'Crime', 'Drama']",2000
10557,East Is East,5/14/1999,['Comedy'],1999
27745,The Filth and the Fury,3/29/2000,"['Documentary', 'Music']",2000
19214,Passion of Mind,1/7/2000,"['Drama', 'Romance']",2000
46686,Third World Cop,9/14/1999,"['Action', 'Drama', 'Thriller']",1999
71402,Coming Apart,10/26/1969,['Drama'],1969
13776,Diner,4/2/1982,"['Comedy', 'Drama']",1982
26291,Shakes the Clown,3/13/1991,"['Action', 'Comedy']",1991
10784,Cabaret,2/13/1972,"['Drama', 'Music', 'Romance']",1972
10242,What Ever Happened to Baby Jane?,10/31/1962,"['Drama', 'Horror', 'Thriller']",1962
27857,Prick Up Your Ears,4/17/1987,['Drama'],1987
16347,Auntie Mame,12/27/1958,"['Comedy', 'Drama']",1958
4825,Guys and Dolls,11/3/1955,"['Comedy', 'Music', 'Romance']",1955
11654,The Hunger,4/29/1983,"['Horror', 'Thriller', 'Romance']",1983
10518,Marathon Man,10/5/1976,['Thriller'],1976
11977,Caddyshack,7/25/1980,['Comedy'],1980
18041,Gossip,4/21/2000,"['Drama', 'Mystery', 'Thriller']",2000
14736,Love & Basketball,4/21/2000,"['Action', 'Comedy', 'Drama', 'Romance']",2000
3536,U-571,4/20/2000,"['Action', 'Drama', 'Thriller', 'War']",2000
1443,The Virgin Suicides,4/21/1999,"['Drama', 'Romance']",1999
10424,Jennifer Eight,11/6/1992,"['Crime', 'Drama', 'Mystery']",1992
80677,The Law,1/25/1959,['Drama'],1959
28971,Limelight,10/31/1952,"['Comedy', 'Drama', 'Romance']",1952
49096,Empire of Passion,1/1/1978,"['Drama', 'Horror', 'Romance']",1978
310431,Stacy's Knights,6/1/1983,['Drama'],1983
40562,Committed,1/21/2000,"['Comedy', 'Drama']",2000
9456,The Crow: Salvation,10/31/2000,"['Action', 'Science Fiction', 'Thriller']",2000
889,The Flintstones in Viva Rock Vegas,4/28/2000,"['Science Fiction', 'Comedy', 'Family', 'Romance']",2000
10564,Where the Heart Is,4/27/2000,"['Comedy', 'Drama', 'Romance']",2000
15723,The Big Kahuna,4/28/2000,"['Comedy', 'Drama']",2000
19600,Bossa Nova,1/1/2000,"['Comedy', 'Drama', 'Foreign', 'Romance']",2000
125537,Smiling Fish & Goat On Fire,9/16/1999,"['Comedy', 'Romance']",1999
452,The Idiots,4/28/1998,"['Drama', 'Comedy']",1998
68170,The Last September,4/28/2000,"['Drama', 'Foreign', 'Romance']",2000
36234,Timecode,3/22/2000,['Drama'],2000
39283,Carnosaur,5/21/1993,"['Horror', 'Science Fiction']",1993
65460,Carnosaur 2,2/23/1995,"['Horror', 'Science Fiction']",1995
